AÑO,CENTRO DIRECTIVO,CONCEPTO ECONÓMICO,IMPORTE
2011,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Gastos diversos: Reuniones y conferencias (C.Insc),1700.29
2011,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Gastos en fotocopias,173.71
2011,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Otros Gastos diversos,198.05
2011,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Suministros de material de laboratorio,4687.89
2011,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Suministros de otros productos,63.64
2011,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Trab.por ot. empr.: Estudios y trabajos técnicos,90.0
2011,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Transportes y comunicaciones: Correo y mensajería,69.03
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Adquisición de útiles y herramientas,44.0
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Adquisición equipos procesos información,112.1
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Compras de material informático no inventariable,10.85
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Gastos diversos: Atenciones protoc. y represent.,733.6
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Gastos diversos: Reuniones y conferencias (C.Insc),470.0
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Indemniz. de otros gastos por razón de servicios,3960.07
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Primas de seguros: De otros riesgos,78.97
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Suministros de material de laboratorio,104.5
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Suministros de material de limpieza,3.75
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Suministros de otros productos,66.83
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,Transportes y comunicaciones: Correo y mensajería,87.73
2011,DEP DE INGENIERIA TEXTIL Y PAPELERA,"Tribun.de oposic.,Concursos,Tesis Doctorales, etc.",1659.1
2011,EPS DE ALCOY,Arrendamientos de otros bienes,20.0
2011,EPS DE ALCOY,Compras de material informático no inventariable,17.53
2011,EPS DE ALCOY,Gastos de viajes de alumnos,325.96
2011,EPS DE ALCOY,Gastos de viajes por gestión y representación,794.2
2011,EPS DE ALCOY,Gastos diversos: Atenciones protoc. y represent.,1261.08
2011,EPS DE ALCOY,"Gastos diversos: Cursos, cursillos y conferencias",106.64
2011,EPS DE ALCOY,Gastos diversos: Reuniones y conferencias (C.Insc),2042.6
2011,EPS DE ALCOY,Otros Gastos diversos,4066.37
2011,EPS DE ALCOY,Primas de seguros: De otros riesgos,144.0
2011,EPS DE ALCOY,Primas de seguros: De vehículos,594.37
2011,EPS DE ALCOY,Suministros de combustibles,1096.37
2011,EPS DE ALCOY,Suministros de otros productos,1060.41
2011,EPS DE ALCOY,Trabajos por otras empresas: Otros,291.02
2011,EPS DE ALCOY,Transportes y comunicaciones: Correo y mensajería,164.34
2011,EPS DE ALCOY,Tributos de carácter local,333.6
2011,ETS DE ARQUITECTURA,Compras de libros y otras publicaciones,236.0
2011,ETS DE ARQUITECTURA,Compras de material informático no inventariable,1848.0
2011,ETS DE ARQUITECTURA,Gastos de viajes de alumnos,13271.0
2011,ETS DE ARQUITECTURA,Gastos diversos: Atenciones protoc. y represent.,4108.7
2011,ETS DE ARQUITECTURA,Gastos diversos: Reuniones y conferencias (C.Insc),80.0
2011,ETS DE ARQUITECTURA,Otros Gastos diversos,2705.28
2011,ETS DE ARQUITECTURA,Reparación y conservación de otros bienes,952.85
2011,ETS DE ARQUITECTURA,Suministros de material deportivo,688.78
2011,ETS DE ARQUITECTURA,Suministros de otros productos,99.8
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Adquisición equipos didácticos e investigación,1350.36
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Arrendamientos de material de transporte,74.68
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Compras de material de oficina no inventariable,100.53
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Compras de material informático no inventariable,276.47
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Gastos de viajes de alumnos,7198.8
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Gastos de viajes por gestión y representación,537.38
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Gastos diversos: Atenciones protoc. y represent.,3669.16
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,"Gastos diversos: Cursos, cursillos y conferencias",3710.29
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Gastos diversos: Reuniones y conferencias (C.Ins),123.0
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Otros Gastos diversos,1264.39
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Primas de seguros: De vehículos,106.01
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Suministros de material de laboratorio,947.54
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Suministros de otros productos,37.7
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Trabajos por otras empresas: Otros,1186.4
2011,ETSI AGRONÓMICA Y MEDIO NATURAL,Tributos de carácter local,29.05
2011,ETSI TELECOMUNICACIONES,Adquisición de otro inmovilizado material,2680.25
2011,ETSI TELECOMUNICACIONES,Adquisición equipos procesos información,921.02
2011,ETSI TELECOMUNICACIONES,Adquisición mobiliario,416.6
2011,ETSI TELECOMUNICACIONES,Compras de material de oficina no inventariable,117.61
2011,ETSI TELECOMUNICACIONES,Compras de material informático no inventariable,392.82
2011,ETSI TELECOMUNICACIONES,Gastos de viajes de alumnos,2746.92
2011,ETSI TELECOMUNICACIONES,Gastos de viajes por gestión y representación,2878.18
2011,ETSI TELECOMUNICACIONES,Gastos diversos: Atenciones protoc. y represent.,2382.84
2011,ETSI TELECOMUNICACIONES,Gastos diversos: Reuniones y conferencias (C.Insc),1925.0
2011,ETSI TELECOMUNICACIONES,Otros Gastos diversos,1958.08
2011,ETSI TELECOMUNICACIONES,Reparación y conserv. de edificios y ot. const.,393.39
2011,ETSI TELECOMUNICACIONES,Suministros de otros productos,143.38
2011,ETSI DEL DISEÑO,Arrendamientos de material de transporte,554.52
2011,ETSI DEL DISEÑO,Compras de material de oficina no inventariable,387.24
2011,ETSI DEL DISEÑO,Compras de material informático no inventariable,372.12
2011,ETSI DEL DISEÑO,"Compras de prensa, revistas y public. periódicas",100.0
2011,ETSI DEL DISEÑO,Gastos de viajes de alumnos,7868.34
2011,ETSI DEL DISEÑO,Gastos de viajes por gestión y representación,7900.08
2011,ETSI DEL DISEÑO,Gastos diversos: Atenciones protoc. y represent.,3764.54
2011,ETSI DEL DISEÑO,"Gastos diversos: Cursos, cursillos y conferencias",6918.93
2011,ETSI DEL DISEÑO,Gastos diversos: Reuniones y conferencias (C.Insc),5633.03
2011,ETSI DEL DISEÑO,Gastos en fotocopias,311.5
2011,ETSI DEL DISEÑO,Otros Gastos diversos,4448.16
2011,ETSI DEL DISEÑO,Suministros de material de laboratorio,138.57
2011,ETSI DEL DISEÑO,Trabajos por otras empresas: Otros,4274.82
2011,FACULTAD DE BELLAS ARTES,Adquisición de otro inmovilizado material,359.49
2011,FACULTAD DE BELLAS ARTES,Compras de material informático no inventariable,357.63
2011,FACULTAD DE BELLAS ARTES,Gastos de viajes de alumnos,936.93
2011,FACULTAD DE BELLAS ARTES,Gastos de viajes por gestión y representación,1906.21
2011,FACULTAD DE BELLAS ARTES,Gastos diversos: Atenciones protoc. y represent.,2481.09
2011,FACULTAD DE BELLAS ARTES,"Gastos diversos: Cursos, cursillos y conferencias",1050.0
2011,FACULTAD DE BELLAS ARTES,Gastos diversos: Reuniones y conferencias (C.Insc),472.0
2011,FACULTAD DE BELLAS ARTES,Gastos en fotocopias,24.5
2011,FACULTAD DE BELLAS ARTES,Otros Gastos diversos,3274.99
2011,FACULTAD DE BELLAS ARTES,Suministros de material de laboratorio,36.0
2011,FACULTAD DE BELLAS ARTES,Suministros de otros productos,2437.7
2011,FACULTAD DE BELLAS ARTES,Tributos de carácter local,331.8
2011,GESTIÓN DE LA EDIFICACIÓN,Gastos de viajes de alumnos,5788.85
2011,GESTIÓN DE LA EDIFICACIÓN,Gastos de viajes por gestión y representación,992.86
2011,GESTIÓN DE LA EDIFICACIÓN,Gastos diversos: Atenciones protoc. y represent.,5615.15
2011,GESTIÓN DE LA EDIFICACIÓN,Gastos diversos: Reuniones y conferencias (C.Insc),970.0
2011,GESTIÓN DE LA EDIFICACIÓN,Otros Gastos diversos,987.32
2011,GESTIÓN DE LA EDIFICACIÓN,Suministros de otros productos,623.8
2011,GESTIÓN DE LA EDIFICACIÓN,Trabajos por otras empresas: Otros,426.96
2011,INFRAESTRUCTURAS,Adquisición aplicaciones informáticas,108.5
2011,INFRAESTRUCTURAS,Gastos de viajes por gestión y representación,577.24
2011,INFRAESTRUCTURAS,Gastos diversos: Atenciones protoc. y represent.,851.73
2011,INFRAESTRUCTURAS,Otros Gastos diversos,258.7
2011,INFRAESTRUCTURAS,Repar. y conservación de material de transporte,583.18
2011,INFRAESTRUCTURAS,Suministros de combustibles,549.99
2011,INFRAESTRUCTURAS,Suministros de otros productos,37.47
2011,INFRAESTRUCTURAS,Transp. y comunic.: Otros serv. de transporte,110.15
2011,PLANIFICACION,Adquisición aplicaciones informáticas,637.2
2011,PLANIFICACION,Compras de material informático no inventariable,159.89
2011,PLANIFICACION,Gastos de viajes por gestión y representación,9638.73
2011,PLANIFICACION,Gastos diversos: Atenciones protoc. y represent.,5362.21
2011,PLANIFICACION,Gastos diversos: Reuniones y conferencias (C.Ins),3433.36
2011,PLANIFICACION,Trabajos por otras empresas: Otros,6930.62
2011,PLANIFICACION,Transp. y comunic.: Otros serv. de transporte,1324.43
2011,SERVICIOS COMUNES  TRIBUNALES,Adquisición equipos procesos información,1598.0
2011,SERVICIOS COMUNES  TRIBUNALES,Gastos de viajes por gestión y representación,5828.75
2011,SERVICIOS COMUNES  TRIBUNALES,Gastos diversos: Atenciones protoc. y represent.,12831.45
2011,SERVICIOS COMUNES  TRIBUNALES,Gastos diversos: Reuniones y conferencias (C.Insc),600.0
2011,SERVICIOS COMUNES  TRIBUNALES,Otros Gastos diversos,12822.49
2011,SERVICIOS COMUNES  TRIBUNALES,Primas de seguros: De vehículos,1488.87
2011,SERVICIOS COMUNES  TRIBUNALES,Reparación y conservación de maquinaria,145.29
2011,SERVICIOS COMUNES  TRIBUNALES,Reparación y conservación de otros bienes,53.71
2011,SERVICIOS COMUNES  TRIBUNALES,Suministros de combustibles,50.0
2011,SERVICIOS COMUNES  TRIBUNALES,Suministros de otros productos,1905.07
2011,SERVICIOS COMUNES  TRIBUNALES,Trabajos por otras empresas: Otros,730.5
2011,SERVICIOS COMUNES  TRIBUNALES,Transp. y comunic.: Otros serv. de transporte,62.3
2011,SERVICIOS COMUNES  TRIBUNALES,Tributos de carácter autonómico,5037.03
2011,SERVICIOS COMUNES  TRIBUNALES,Tributos de carácter estatal,263.45
2011,SERVICIOS COMUNES  TRIBUNALES,Tributos de carácter local,45.64
2011,DEP INGCONSTRUC Y PROYINGCIVIL,Gastos diversos: Atenciones protoc. y represent.,1547.86
2011,DEP INGCONSTRUC Y PROYINGCIVIL,Suministros de material de laboratorio,119.2
2011,DEP INGCONSTRUC Y PROYINGCIVIL,Tributos de carácter local,66.06
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Adquisición equipos didácticos e investigación,956.0
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Compras de material informático no inventariable,48.88
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Gastos de locomoción,31.65
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Gastos de viajes por docencia,72.61
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Gastos diversos: Atenciones protoc. y represent.,43.7
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Gastos diversos: Reuniones y conferencias (C.Insc),240.0
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Indemniz. de otros gastos por razón de servicios,5139.81
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Otros Gastos diversos,41.53
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Suministros de material de laboratorio,3825.12
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Trab.por ot. empr.: Estudios y trabajos técnicos,270.0
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Trabajos por otras empresas: Otros,301.38
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Transp. y comunic.: Otros serv. de transporte,114.6
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Transportes y comunicaciones: Correo y mensajería,10.61
2011,DEPARTAMENTO TECNOLOGIA ALIMENTOS,"Tribun.de oposic.,Concursos,Tesis Doctorales, etc.",2322.74
2011,ESCOLA D'ESTIU,Adquisición de otro inmovilizado material,919.66
2011,ESCOLA D'ESTIU,Arrendamientos de otros bienes,129.21
2011,ESCOLA D'ESTIU,Compras de material audiovisual no inventariable,1259.84
2011,ESCOLA D'ESTIU,Compras de material de oficina no inventariable,221.04
2011,ESCOLA D'ESTIU,Compras de material informático no inventariable,1566.52
2011,ESCOLA D'ESTIU,Gastos diversos: Atenciones protoc. y represent.,508.58
2011,ESCOLA D'ESTIU,"Gastos en viajes deportivos, culturales y sociales",9412.12
2011,ESCOLA D'ESTIU,Otros Gastos diversos,624.2
2011,ESCOLA D'ESTIU,Repar. y conserv. de equi.procesos de información,619.81
2011,ESCOLA D'ESTIU,Repar. y conservación de material de transporte,398.54
2011,ESCOLA D'ESTIU,Suministros de agua,52.49
2011,ESCOLA D'ESTIU,Suministros de combustibles,4224.39
2011,ESCOLA D'ESTIU,Suministros de material deportivo,2482.4
2011,ESCOLA D'ESTIU,Suministros de otros productos,6953.88
2011,ESCOLA D'ESTIU,Suministros de productos alimenticios y piensos,4500.21
2011,ESCOLA D'ESTIU,Trabajos por otras empresas: Otros,30582.42
2011,ESCOLA D'ESTIU,Transp. y comunic.: Otros serv. de transporte,42.5
2012,SUBVENCIONES DE GESTION,Actos protocolarios y de representación,243.9
2012,SUBVENCIONES DE GESTION,Adquis. de equipos para el proceso de información,1074.99
2012,SUBVENCIONES DE GESTION,Adquisición de mobiliario,2241.06
2012,SUBVENCIONES DE GESTION,otros gastos diversos,164.2
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Actos protocolarios y de representación,333.49
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Adquis. de equipos para el proceso de información,433.71
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Adquisición de mobiliario,430.0
2012,"ALCAÑIZ RAYA, MARIANO LUIS","Dietas, locomoción y traslados",1713.76
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Estudios y trabajos técnicos,428.96
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Fotocopias,226.56
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Material informático no inventariable,51.22
2012,"ALCAÑIZ RAYA, MARIANO LUIS","Prensa, revistas y publicaciones periódicas",772.53
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Reuniones y conferencias (Cuotas inscripción),7888.12
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Suministros de otros productos,1570.05
2012,"ALCAÑIZ RAYA, MARIANO LUIS",Trabajos por otras empresas: Otros,6880.13
2012,"ALCAÑIZ RAYA, MARIANO LUIS",otros gastos diversos,495.66
2012,CENTRO DE SALUD,Gastos de viajes por gestión y representación,707.33
2012,CENTRO DE SALUD,Gastos en fotocopias,47.69
2012,CENTRO DE SALUD,Otros Gastos diversos,8.63
2012,CENTRO DE SALUD,Reparación y conservación de otros bienes,487.32
2012,CENTRO DE SALUD,Suministros de otros productos,641.32
2012,CENTRO DE SALUD,Trabajos por otras empresas: Otros,4150.0
2012,CULTURA,Adquisición de instalaciones técnicas,6690.97
2012,CULTURA,Adquisición de otro inmovilizado material,7700.23
2012,CULTURA,Adquisición equipos procesos información,109.06
2012,CULTURA,Arrendamientos de otros bienes,433.63
2012,CULTURA,Compras de material informático no inventariable,87.0
2012,CULTURA,Gastos de viajes por gestión y representación,1893.16
2012,CULTURA,Gastos diversos: Atenciones protoc. y represent.,3150.53
2012,CULTURA,"Gastos diversos: Cursos, cursillos y conferencias",7457.0
2012,CULTURA,Gastos diversos: Reuniones y conferencias (C.Insc),150.0
2012,CULTURA,Otros Gastos diversos,1201.67
2012,CULTURA,Primas de seguros: De otro inmovilizado,382.14
2012,CULTURA,Primas de seguros: De otros riesgos,745.11
2012,CULTURA,Reparación y conservación de otros bienes,73.16
2012,CULTURA,Suministros de otros productos,2858.48
2012,CULTURA,Trabajos por otras empresas: Otros,15635.29
2012,CULTURA,Transferencias corrientes a familias: Becas,2500.0
2012,DEP DE INGENIERÍA ELECTRÓNICA,Trabajos por otras empresas: Otros,2262.63
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Compras de material audiovisual no inventariable,28.7
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Compras de material de oficina no inventariable,60.0
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Compras de material informático no inventariable,58.89
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Gastos diversos: Atenciones protoc. y represent.,561.41
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Indemniz. de otros gastos por razón de servicios,899.0
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Otros Gastos diversos,12.85
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Reparación y conservación de maquinaria,222.0
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Suministros de material de laboratorio,1593.47
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Suministros de otros productos,579.62
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,Trab.por ot. empr.: Estudios y trabajos técnicos,450.0
2012,DEP DE INGENIERÍA MECÁNICA Y MATERIALES,"Tribun.de oposic.,Concursos,Tesis Doctorales, etc.",328.36
2012,DEP DE SISTEMAS INFORMÁTICOS Y COMPUTACIÓN,Compras de material audiovisual no inventariable,375.07
2012,DEP DE SISTEMAS INFORMÁTICOS Y COMPUTACIÓN,Compras de material informático no inventariable,502.82
2012,DEP DE SISTEMAS INFORMÁTICOS Y COMPUTACIÓN,Repar. y conserv. de equi.procesos de información,1057.75
2012,DEP DE SISTEMAS INFORMÁTICOS Y COMPUTACIÓN,Reparación y conserv. de edificios y ot. const.,2835.32
2012,EPS DE GANDIA,Compras de material de oficina no inventariable,411.02
2012,EPS DE GANDIA,Gastos diversos: Atenciones protoc. y represent.,1545.0
2012,EPS DE GANDIA,"Gastos diversos: Cursos, cursillos y conferencias",300.0
2012,EPS DE GANDIA,Gastos diversos: Publicidad y propaganda,1597.2
2012,EPS DE GANDIA,Gastos en fotocopias,138.86
2012,EPS DE GANDIA,Otros Gastos diversos,2603.02
2012,EPS DE GANDIA,Reparación y conserv. de edificios y ot. const.,3408.57
2012,EPS DE GANDIA,Reparación y conservación de otros bienes,755.7
2012,EPS DE GANDIA,Suministros de material de laboratorio,97.6
2012,EPS DE GANDIA,Suministros de otros productos,364.64
2012,EPS DE GANDIA,Trabajos por otras empresas: Limpieza y aseo,480.0
2012,EPS DE GANDIA,Transportes y comunicaciones: Correo y mensajería,1733.73
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición de equipos de oficina,24.45
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición equipos procesos información,1656.67
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Compras de material informático no inventariable,161.99
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,"Compras de prensa, revistas y public. periódicas",653.8
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos de viajes de alumnos,46.6
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos de viajes por gestión y representación,3140.98
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos diversos: Atenciones protoc. y represent.,2881.96
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,"Gastos diversos: Cursos, cursillos y conferencias",130.0
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos diversos: Reuniones y conferencias (C.Ins),750.0
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Otros Gastos diversos,17.8
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Suministros de combustibles,78.0
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Suministros de otros productos,453.23
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Trabajos por otras empresas: Limpieza y aseo,64.0
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Transp. y comunic.: Otros serv. de transporte,35.75
2012,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Transportes y comunicaciones: Correo y mensajería,73.33
2012,INTERCAMBIO,Compras de material informático no inventariable,305.6
2012,INTERCAMBIO,Gastos de viajes por gestión y representación,24345.38
2012,INTERCAMBIO,Gastos diversos: Atenciones protoc. y represent.,2388.21
2012,INTERCAMBIO,Gastos diversos: Reuniones y conferencias (C.Insc),280.0
2012,INTERCAMBIO,Otros Gastos diversos,145.88
2012,INTERCAMBIO,Otros gastos de oficina,858.49
2012,INTERCAMBIO,Suministros de otros productos,446.84
2012,INTERCAMBIO,Transp. y comunic.: Otros serv. de transporte,29.35
2012,INTERCAMBIO,Transportes y comunicaciones: Correo y mensajería,77.94
